video_id,start_sec,end_sec,annotator_id,importance,domain,reason_tag,transcript_hint,needs_review,label_protocol
-cRswJf8OnI,0.0,2.0,annotator_1,2,podcast,,I was stunned at how big your business,false,multimodal_tvsum_style
-cRswJf8OnI,2.0,4.0,annotator_1,2,podcast,,"I was stunned at how big your business empire is. You know, even as you're speaking there, you're talking about",false,multimodal_tvsum_style
-cRswJf8OnI,4.0,6.0,annotator_1,3,podcast,,"empire is. You know, even as you're speaking there, you're talking about movies that I've watched that I had no idea tha",false,multimodal_tvsum_style
-cRswJf8OnI,6.0,8.0,annotator_1,3,podcast,,movies that I've watched that I had no idea that you're involved in and you're talking all these other incredible,false,multimodal_tvsum_style
-cRswJf8OnI,8.0,10.0,annotator_1,3,podcast,,"idea that you're involved in and you're talking all these other incredible things you've done and yeah, your company's d",false,multimodal_tvsum_style
-cRswJf8OnI,10.0,12.0,annotator_1,3,podcast,,"things you've done and yeah, your company's doing what what 12 billion dollars in revenue annually? Well, it's",false,multimodal_tvsum_style
-cRswJf8OnI,12.0,14.0,annotator_1,3,podcast,,"company's doing what what 12 billion dollars in revenue annually? Well, it's a group of companies, not just one.",false,multimodal_tvsum_style
-cRswJf8OnI,14.0,16.0,annotator_1,3,podcast,,"dollars in revenue annually? Well, it's a group of companies, not just one. Group of companies, yeah. And then earlier o",false,multimodal_tvsum_style
-cRswJf8OnI,16.0,18.0,annotator_1,3,podcast,,"Group of companies, yeah. And then earlier on you said you'd spoken to these 50 very, very rich people in the",false,multimodal_tvsum_style
-cRswJf8OnI,18.0,20.0,annotator_1,3,podcast,,"earlier on you said you'd spoken to these 50 very, very rich people in the pursuit of writing the books that you've writ",false,multimodal_tvsum_style
-cRswJf8OnI,20.0,22.0,annotator_1,3,podcast,,pursuit of writing the books that you've written about wealth and finance and money.,false,multimodal_tvsum_style
-cRswJf8OnI,22.0,24.0,annotator_1,3,podcast,,written about wealth and finance and money. Pattern recognition.,false,multimodal_tvsum_style
-cRswJf8OnI,24.0,26.0,annotator_1,3,podcast,,money. Pattern recognition. >> That's right. >> What is the pattern that you noticed in,false,multimodal_tvsum_style
-cRswJf8OnI,26.0,28.0,annotator_1,3,podcast,,>> That's right. >> What is the pattern that you noticed in,false,multimodal_tvsum_style
-cRswJf8OnI,28.0,30.0,annotator_1,3,podcast,,>> That's right. >> What is the pattern that you noticed in those people it that you then apply to,false,multimodal_tvsum_style
-cRswJf8OnI,30.0,32.0,annotator_1,3,podcast,,>> What is the pattern that you noticed in those people it that you then apply to yourself? What is the pattern? You kno,false,multimodal_tvsum_style
-cRswJf8OnI,32.0,34.0,annotator_1,3,podcast,,"yourself? What is the pattern? You know, this is called the diary of a CEO, so I'm sure",false,multimodal_tvsum_style
-cRswJf8OnI,34.0,36.0,annotator_1,3,podcast,,"What is the pattern? You know, this is called the diary of a CEO, so I'm sure we have a lot of people that are thinking ",false,multimodal_tvsum_style
-cRswJf8OnI,36.0,38.0,annotator_1,3,podcast,,"we have a lot of people that are thinking about building businesses, want to get financially free, especially in a",false,multimodal_tvsum_style
-cRswJf8OnI,38.0,40.0,annotator_1,3,podcast,,"thinking about building businesses, want to get financially free, especially in a world of AI where they're they're very",false,multimodal_tvsum_style
-cRswJf8OnI,40.0,42.0,annotator_1,3,podcast,,world of AI where they're they're very uncertain about how they'll make money and how they'll provide stability that,false,multimodal_tvsum_style
-cRswJf8OnI,42.0,44.0,annotator_1,3,podcast,,uncertain about how they'll make money and how they'll provide stability that to their family. What is the pattern,false,multimodal_tvsum_style
-cRswJf8OnI,44.0,46.0,annotator_1,3,podcast,,and how they'll provide stability that to their family. What is the pattern that you have found in all of those people t,false,multimodal_tvsum_style
-cRswJf8OnI,46.0,48.0,annotator_1,3,podcast,,that you have found in all of those people that you have met and interviewed? And I know you know some of,false,multimodal_tvsum_style
-cRswJf8OnI,48.0,50.0,annotator_1,3,podcast,,people that you have met and interviewed? And I know you know some of the most wealthy people on earth because,false,multimodal_tvsum_style
-cRswJf8OnI,50.0,52.0,annotator_1,3,podcast,,the most wealthy people on earth because I know you coach a lot of them. I don't think people fully realize the,false,multimodal_tvsum_style
-cRswJf8OnI,52.0,54.0,annotator_1,3,podcast,,I know you coach a lot of them. I don't think people fully realize the significance of how many of the most,false,multimodal_tvsum_style
-cRswJf8OnI,54.0,56.0,annotator_1,3,podcast,,I don't think people fully realize the significance of how many of the most influential people on planet earth you,false,multimodal_tvsum_style
-cRswJf8OnI,56.0,58.0,annotator_1,3,podcast,,significance of how many of the most influential people on planet earth you have worked with and continue to work,false,multimodal_tvsum_style
-cRswJf8OnI,58.0,60.0,annotator_1,3,podcast,,influential people on planet earth you have worked with and continue to work with. Um I found it hilarious that Bill,false,multimodal_tvsum_style
-cRswJf8OnI,60.0,62.0,annotator_1,3,podcast,,have worked with and continue to work with. Um I found it hilarious that Bill,false,multimodal_tvsum_style
-cRswJf8OnI,62.0,64.0,annotator_1,3,podcast,,have worked with and continue to work with. Um I found it hilarious that Bill Clinton called you,false,multimodal_tvsum_style
-cRswJf8OnI,64.0,66.0,annotator_1,3,podcast,,with. Um I found it hilarious that Bill Clinton called you uh the day before he was going to be,false,multimodal_tvsum_style
-cRswJf8OnI,66.0,68.0,annotator_1,3,podcast,,Clinton called you uh the day before he was going to be impeached telling you that he was going,false,multimodal_tvsum_style
-cRswJf8OnI,68.0,70.0,annotator_1,3,podcast,,uh the day before he was going to be impeached telling you that he was going to be impeached and asking you what he shou,false,multimodal_tvsum_style
-cRswJf8OnI,70.0,72.0,annotator_1,2,podcast,,"to be impeached and asking you what he should do. >> Yeah. First, let's say what everybody",false,multimodal_tvsum_style
-cRswJf8OnI,72.0,74.0,annotator_1,2,podcast,,"should do. >> Yeah. First, let's say what everybody makes the mistake on, the majority of people. We live in a free ente",false,multimodal_tvsum_style
-cRswJf8OnI,74.0,76.0,annotator_1,2,podcast,,"makes the mistake on, the majority of people. We live in a free enterprise system and we have kids that all think",false,multimodal_tvsum_style
-cRswJf8OnI,76.0,78.0,annotator_1,2,podcast,,people. We live in a free enterprise system and we have kids that all think communism is great. I just want you to,false,multimodal_tvsum_style
-cRswJf8OnI,78.0,80.0,annotator_1,2,podcast,,"system and we have kids that all think communism is great. I just want you to know, I went to the USSR when it was",false,multimodal_tvsum_style
-cRswJf8OnI,80.0,82.0,annotator_1,2,podcast,,"communism is great. I just want you to know, I went to the USSR when it was still the USSR. I was 24 years old. I",false,multimodal_tvsum_style
-cRswJf8OnI,82.0,84.0,annotator_1,2,podcast,,"know, I went to the USSR when it was still the USSR. I was 24 years old. I was brought there because of my fire walking ",false,multimodal_tvsum_style
-cRswJf8OnI,84.0,86.0,annotator_1,2,podcast,,was brought there because of my fire walking experience and I went on a train from from Moscow to Siberia and back for,false,multimodal_tvsum_style
-cRswJf8OnI,86.0,88.0,annotator_1,2,podcast,,walking experience and I went on a train from from Moscow to Siberia and back for,false,multimodal_tvsum_style
-cRswJf8OnI,88.0,90.0,annotator_1,2,podcast,,"walking experience and I went on a train from from Moscow to Siberia and back for two weeks. On the train, we were all f",false,multimodal_tvsum_style
-cRswJf8OnI,90.0,92.0,annotator_1,2,podcast,,"from from Moscow to Siberia and back for two weeks. On the train, we were all fed caviar and the most incredible meals a",false,multimodal_tvsum_style
-cRswJf8OnI,92.0,94.0,annotator_1,2,podcast,,"two weeks. On the train, we were all fed caviar and the most incredible meals as were all the Russians on the plane,",false,multimodal_tvsum_style
-cRswJf8OnI,94.0,96.0,annotator_1,2,podcast,,"caviar and the most incredible meals as were all the Russians on the plane, right? We're supposed to be all equal,",false,multimodal_tvsum_style
-cRswJf8OnI,96.0,98.0,annotator_1,2,podcast,,"were all the Russians on the plane, right? We're supposed to be all equal, right? That's supposedly what communism",false,multimodal_tvsum_style
-cRswJf8OnI,98.0,100.0,annotator_1,2,podcast,,"right? We're supposed to be all equal, right? That's supposedly what communism is. It's everything's fair for",false,multimodal_tvsum_style
-cRswJf8OnI,100.0,102.0,annotator_1,2,podcast,,right? That's supposedly what communism is. It's everything's fair for everybody. Every single town we'd stop,false,multimodal_tvsum_style
-cRswJf8OnI,102.0,104.0,annotator_1,2,podcast,,is. It's everything's fair for everybody. Every single town we'd stop in the square where the there and in the square th,false,multimodal_tvsum_style
-cRswJf8OnI,104.0,106.0,annotator_1,2,podcast,,in the square where the there and in the square there's a big building and they they wrapped around for about maybe a,false,multimodal_tvsum_style
-cRswJf8OnI,106.0,108.0,annotator_1,2,podcast,,square there's a big building and they they wrapped around for about maybe a quarter of a mile. People standing in,false,multimodal_tvsum_style
-cRswJf8OnI,108.0,110.0,annotator_1,2,podcast,,they wrapped around for about maybe a quarter of a mile. People standing in the freezing cold to get a quarter of,false,multimodal_tvsum_style
-cRswJf8OnI,110.0,112.0,annotator_1,2,podcast,,quarter of a mile. People standing in the freezing cold to get a quarter of milk and a half of,false,multimodal_tvsum_style
