video_id,start_sec,end_sec,annotator_id,importance,domain,reason_tag,transcript_hint,needs_review,label_protocol
88bD9f2MivI,0.0,2.0,annotator_1,,standup,,- What I do when I travel is I try to speak to people,false,multimodal_tvsum_style
88bD9f2MivI,2.0,4.0,annotator_1,,standup,,- What I do when I travel is I try to speak to people in their accent and see if they can catch me out.,false,multimodal_tvsum_style
88bD9f2MivI,4.0,6.0,annotator_1,,standup,,in their accent and see if they can catch me out.,false,multimodal_tvsum_style
88bD9f2MivI,6.0,8.0,annotator_1,,standup,,in their accent and see if they can catch me out. That's one of my favorite games. Like I'd walk into a store in Edinbur,false,multimodal_tvsum_style
88bD9f2MivI,8.0,10.0,annotator_1,,standup,,"Like I'd walk into a store in Edinburgh and I'd just be like, ""Good afternoon.",false,multimodal_tvsum_style
88bD9f2MivI,10.0,12.0,annotator_1,,standup,,"and I'd just be like, ""Good afternoon.",false,multimodal_tvsum_style
88bD9f2MivI,12.0,14.0,annotator_1,,standup,,"I would like to buy a pair of shoes.""",false,multimodal_tvsum_style
88bD9f2MivI,14.0,16.0,annotator_1,,standup,,"I would like to buy a pair of shoes.""",false,multimodal_tvsum_style
88bD9f2MivI,16.0,18.0,annotator_1,,standup,,"They'd be like, ""Where are you from?""",false,multimodal_tvsum_style
88bD9f2MivI,18.0,20.0,annotator_1,,standup,,"They'd be like, ""Where are you from?""",false,multimodal_tvsum_style
88bD9f2MivI,20.0,22.0,annotator_1,,standup,,"""I'm from Scotland.""",false,multimodal_tvsum_style
88bD9f2MivI,22.0,24.0,annotator_1,,standup,,"""I'm from Scotland.""",false,multimodal_tvsum_style
88bD9f2MivI,24.0,26.0,annotator_1,,standup,,"""Aye, what part?""",false,multimodal_tvsum_style
88bD9f2MivI,26.0,28.0,annotator_1,,standup,,"""Johannesburg.""",false,multimodal_tvsum_style
88bD9f2MivI,28.0,30.0,annotator_1,,standup,,"""Johannesburg."" (audience laughs)",false,multimodal_tvsum_style
88bD9f2MivI,30.0,32.0,annotator_1,,standup,,(audience laughs),false,multimodal_tvsum_style
88bD9f2MivI,32.0,34.0,annotator_1,,standup,,"When people say they don't like immigrants,",false,multimodal_tvsum_style
88bD9f2MivI,34.0,36.0,annotator_1,,standup,,"When people say they don't like immigrants, most of the time, they're not referring to immigrants",false,multimodal_tvsum_style
88bD9f2MivI,36.0,38.0,annotator_1,,standup,,"most of the time, they're not referring to immigrants who look and sound like them. They're talking about immigrants who",false,multimodal_tvsum_style
88bD9f2MivI,38.0,40.0,annotator_1,,standup,,"They're talking about immigrants who speak differently,",false,multimodal_tvsum_style
88bD9f2MivI,40.0,42.0,annotator_1,,standup,,"They're talking about immigrants who speak differently, who look different, you know?",false,multimodal_tvsum_style
88bD9f2MivI,42.0,44.0,annotator_1,,standup,,"who look different, you know? Cause an accent comes with a connotation.",false,multimodal_tvsum_style
88bD9f2MivI,44.0,46.0,annotator_1,,standup,,Cause an accent comes with a connotation. You think you know if someone is smart or stupid because of their accent.,false,multimodal_tvsum_style
88bD9f2MivI,46.0,48.0,annotator_1,,standup,,because of their accent. And yet the truth is an accent,false,multimodal_tvsum_style
88bD9f2MivI,48.0,50.0,annotator_1,,standup,,"And yet the truth is an accent is not a measure of intelligence, it's just someone speaking your language",false,multimodal_tvsum_style
88bD9f2MivI,50.0,52.0,annotator_1,,standup,,it's just someone speaking your language with the rules of theirs.,false,multimodal_tvsum_style
88bD9f2MivI,52.0,54.0,annotator_1,,standup,,"with the rules of theirs. Accents have connotations, we cannot deny it.",false,multimodal_tvsum_style
88bD9f2MivI,54.0,56.0,annotator_1,,standup,,"Accents have connotations, we cannot deny it. Look at the French.",false,multimodal_tvsum_style
88bD9f2MivI,56.0,58.0,annotator_1,,standup,,Look at the French. We all believe that the French are romantic.,false,multimodal_tvsum_style
88bD9f2MivI,58.0,60.0,annotator_1,,standup,,We all believe that the French are romantic. Why?,false,multimodal_tvsum_style
88bD9f2MivI,60.0,62.0,annotator_1,,standup,,Why? Because of their accent.,false,multimodal_tvsum_style
88bD9f2MivI,62.0,64.0,annotator_1,,standup,,"Because of their accent. They've got that thing. ""Duu...""",false,multimodal_tvsum_style
88bD9f2MivI,64.0,66.0,annotator_1,,standup,,"""Duu...""",false,multimodal_tvsum_style
88bD9f2MivI,66.0,68.0,annotator_1,,standup,,"""Duu...""",false,multimodal_tvsum_style
88bD9f2MivI,68.0,70.0,annotator_1,,standup,,"""I was thinking that maybe we could duu...",false,multimodal_tvsum_style
88bD9f2MivI,70.0,72.0,annotator_1,,standup,,"""I was thinking that maybe we could duu...",false,multimodal_tvsum_style
88bD9f2MivI,72.0,74.0,annotator_1,,standup,,"""I was thinking that maybe we could duu... How you say, afterwards, maybe we could try to uhh...""",false,multimodal_tvsum_style
88bD9f2MivI,74.0,76.0,annotator_1,,standup,,"How you say, afterwards, maybe we could try to uhh...""",false,multimodal_tvsum_style
88bD9f2MivI,76.0,78.0,annotator_1,,standup,,"How you say, afterwards, maybe we could try to uhh...""",false,multimodal_tvsum_style
88bD9f2MivI,78.0,80.0,annotator_1,,standup,,"""Oh my God, he's so sexy, oh my God.""",false,multimodal_tvsum_style
88bD9f2MivI,80.0,82.0,annotator_1,,standup,,"""Oh my God, he's so sexy, oh my God.""",false,multimodal_tvsum_style
88bD9f2MivI,82.0,84.0,annotator_1,,standup,,"""Oh my God, he's so sexy, oh my God.""",false,multimodal_tvsum_style
88bD9f2MivI,84.0,86.0,annotator_1,,standup,,Accents determine how we see people.,false,multimodal_tvsum_style
88bD9f2MivI,86.0,88.0,annotator_1,,standup,,Accents determine how we see people. Same thing happens with the Russians.,false,multimodal_tvsum_style
88bD9f2MivI,88.0,90.0,annotator_1,,standup,,"Same thing happens with the Russians. The Russians, the most feared people on the planet.",false,multimodal_tvsum_style
88bD9f2MivI,90.0,92.0,annotator_1,,standup,,"The Russians, the most feared people on the planet.",false,multimodal_tvsum_style
88bD9f2MivI,92.0,94.0,annotator_1,,standup,,"The Russians, the most feared people on the planet. Why? Because of how they speak.",false,multimodal_tvsum_style
88bD9f2MivI,94.0,96.0,annotator_1,,standup,,"Because of how they speak. I don't care who you are, you cannot deny",false,multimodal_tvsum_style
88bD9f2MivI,96.0,98.0,annotator_1,,standup,,"I don't care who you are, you cannot deny that when a Russian speaks, you are not comfortable.",false,multimodal_tvsum_style
88bD9f2MivI,98.0,100.0,annotator_1,,standup,,"that when a Russian speaks, you are not comfortable. (audience laughs)",false,multimodal_tvsum_style
88bD9f2MivI,100.0,102.0,annotator_1,,standup,,(audience laughs),false,multimodal_tvsum_style
88bD9f2MivI,102.0,104.0,annotator_1,,standup,,(audience laughs),false,multimodal_tvsum_style
88bD9f2MivI,104.0,106.0,annotator_1,,standup,,Soon as they open their mouth.,false,multimodal_tvsum_style
88bD9f2MivI,106.0,108.0,annotator_1,,standup,,"Soon as they open their mouth. ""Yeah, go to kill you, break you.""",false,multimodal_tvsum_style
88bD9f2MivI,108.0,110.0,annotator_1,,standup,,"""Yeah, go to kill you, break you.""",false,multimodal_tvsum_style
88bD9f2MivI,110.0,112.0,annotator_1,,standup,,"""And destroy your family.""",false,multimodal_tvsum_style
88bD9f2MivI,112.0,114.0,annotator_1,,standup,,"""And destroy your family.""",false,multimodal_tvsum_style
88bD9f2MivI,114.0,116.0,annotator_1,,standup,,"Even if they say nice things,",false,multimodal_tvsum_style
88bD9f2MivI,116.0,118.0,annotator_1,,standup,,"Even if they say nice things, it still sounds menacing and dangerous.",false,multimodal_tvsum_style
88bD9f2MivI,118.0,120.0,annotator_1,,standup,,"it still sounds menacing and dangerous. ""Yeah, fluff it up with some teddy bears.",false,multimodal_tvsum_style
88bD9f2MivI,120.0,122.0,annotator_1,,standup,,"""Yeah, fluff it up with some teddy bears.",false,multimodal_tvsum_style
88bD9f2MivI,122.0,124.0,annotator_1,,standup,,"Happy Valentine's Day.""",false,multimodal_tvsum_style
88bD9f2MivI,124.0,126.0,annotator_1,,standup,,"Happy Valentine's Day.""",false,multimodal_tvsum_style
88bD9f2MivI,126.0,128.0,annotator_1,,standup,,It sounds like a threat.,false,multimodal_tvsum_style
88bD9f2MivI,128.0,130.0,annotator_1,,standup,,It sounds like a threat.,false,multimodal_tvsum_style
88bD9f2MivI,130.0,132.0,annotator_1,,standup,,"You must remember, I come from an African country",false,multimodal_tvsum_style
88bD9f2MivI,132.0,134.0,annotator_1,,standup,,"You must remember, I come from an African country",false,multimodal_tvsum_style
88bD9f2MivI,134.0,136.0,annotator_1,,standup,,"You must remember, I come from an African country and all over Africa, we have traffic lights,",false,multimodal_tvsum_style
88bD9f2MivI,136.0,138.0,annotator_1,,standup,,"and all over Africa, we have traffic lights, but we don't use them.",false,multimodal_tvsum_style
88bD9f2MivI,138.0,140.0,annotator_1,,standup,,but we don't use them.,false,multimodal_tvsum_style
88bD9f2MivI,140.0,142.0,annotator_1,,standup,,It's less of a command and more of a suggestion.,false,multimodal_tvsum_style
88bD9f2MivI,142.0,144.0,annotator_1,,standup,,It's less of a command and more of a suggestion.,false,multimodal_tvsum_style
88bD9f2MivI,144.0,146.0,annotator_1,,standup,,"It's less of a command and more of a suggestion. It's not ""stop!"" It's ""stop?""",false,multimodal_tvsum_style
88bD9f2MivI,146.0,148.0,annotator_1,,standup,,"It's not ""stop!"" It's ""stop?""",false,multimodal_tvsum_style
88bD9f2MivI,148.0,150.0,annotator_1,,standup,,"It's almost like an African traveled the world,",false,multimodal_tvsum_style
